,F1,Precision,Recall,Partial F1,Partial Recall,Partial Precision,New Candidates
0,0.5099415204678363,0.7315436241610739,0.39138240574506283,0.6020066889632106,0.4407443682664055,0.9493670886075949,"['subsection 1', 'subsection 6', 'section 441', 'section 302', 'subsection 5', 'subsection 3', 'subsection 2', 'section 42', 'section 15309', 'section 1321']"
1,0.5099415204678363,0.7315436241610739,0.39138240574506283,0.6020066889632106,0.4407443682664055,0.9493670886075949,"['subsection 8a', 'section 1381b', 'section 1381', 'subsection 7', 'subsection 2c', 'subsection 11', 'section 952', 'section 951', 'section 45', 'section 411']"
2,0.5099415204678363,0.7315436241610739,0.39138240574506283,0.6020066889632106,0.4407443682664055,0.9493670886075949,"['section 881c', 'section 15347', 'subsections 1', 'sections 1421', 'section 187', 'section 1531', 'section 1530931', 'section 1530914', 'section 1185b', 'subsection 8']"
3,0.5099415204678363,0.7315436241610739,0.39138240574506283,0.6020066889632106,0.4407443682664055,0.9493670886075949,"['subsection 2a', 'subsection 1c', 'subsection 1b', 'subsection 14', 'subsection 10', 'section 604', 'section 4122c', 'section 3812', 'section 309', 'section 20613a']"
4,0.5099415204678363,0.7315436241610739,0.39138240574506283,0.6020066889632106,0.4407443682664055,0.9493670886075949,"['subsection 1a', 'subsection 2b', 'section 1784e', 'section 1782', 'section 1488b', 'section 1481', 'section 131', 'section 12', 'subsections 2', 'subsection 4']"
5,0.5099415204678363,0.7315436241610739,0.39138240574506283,0.6020066889632106,0.4407443682664055,0.9493670886075949,"['section 1201', 'section 921', 'section 132a', 'section 153091', 'section 47', 'section 1533', 'section 1182d', 'section 1411', 'section 9611', 'sections 155']"
6,0.5099415204678363,0.7315436241610739,0.39138240574506283,0.6020066889632106,0.4407443682664055,0.9493670886075949,"['section 1537', 'subsection 3ai1', 'section 111', 'section 153', 'section 93', 'section 138', 'section 195', 'section 128', 'section 59101d', 'section 64']"
7,0.5134189031505251,0.7333333333333333,0.39497307001795334,0.6057371581054036,0.4446620959843291,0.9497907949790795,"['section 68', 'section 39', 'section 351', 'section 431', 'subsection 32', 'sections 190', 'section 432', 'section 57', 'section 43', 'electors under']"
8,0.5177548682703321,0.7151898734177216,0.40574506283662476,0.6165016501650165,0.4573947110675808,0.9453441295546559,"['1811', 'section', 'rejected ballots', 'voter', 'section 444', 'subsection 31', 'election period', 'poll clerk', 'subsection 61', 'section 1353']"
9,0.5066964285714286,0.6696165191740413,0.40754039497307004,0.6219908913467793,0.4681684622918707,0.9263565891472868,"['section 71b', 'constituency association', 'candidates', 'ballot', 'subsection 101', 'subsection 21', 'section 14', 'subsection 35', 'subsection 1d1', 'under subsection']"
10,0.5210643015521065,0.6811594202898551,0.42190305206463197,0.6283870967741936,0.47698334965719885,0.9206049149338374,"['in subsection', 'voters ballot', 'relevant electoral division', 'statement', 'ballot box', 'polling subdivisions', 'election clerk', 'section 75', 'former election', 'candidates names']"
11,0.518111964873765,0.6666666666666666,0.4236983842010772,0.6286811779769527,0.48090107737512244,0.9075785582255084,"['ballot boxes', 'ballots', 'paper ballot', 'election survey', 'election materials', 'campaign worker', 'way', '48', 'registration officer', 'with section']"
12,0.49431230610134436,0.5829268292682926,0.42908438061041293,0.6317088217149908,0.5014691478942214,0.8533333333333334,"['elections enumerations', 'election proclamation', 'supply vote', 'that', 'voters intention', 'persons nomination', 'section 911', 'petitioner', 'nomination paper', 'deputy']"
13,0.4137931034482759,0.39800995024875624,0.43087971274685816,0.5770925110132159,0.5132223310479922,0.6591194968553459,"['nomination papers', 'electors name', 'persons name', 'the', 'clause d', 'onus', 'information officer', 'polls', 'appeal', 'person']"
